decisionId,recordId,rootCause,disposition,kanda,sarga,sourceLocator
V15-X-497,STAGING-YUDDHA-SARGA-58-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,58,"6.58.1 to 6.58.38"
V15-X-498,STAGING-YUDDHA-SARGA-59-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,59,"6.59.1 to 6.59.39"
V15-X-499,STAGING-YUDDHA-SARGA-6-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,6,"6.6.1 to 6.6.31"
V15-X-500,STAGING-YUDDHA-SARGA-60-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,60,"6.60.1 to 6.60.25"
V15-X-501,STAGING-YUDDHA-SARGA-61-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,61,"6.61.1 to 6.61.26"
V15-X-502,STAGING-YUDDHA-SARGA-62-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,62,"6.62.1 to 6.62.27"
V15-X-503,STAGING-YUDDHA-SARGA-63-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,63,"6.63.1 to 6.63.28"
V15-X-504,STAGING-YUDDHA-SARGA-64-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,64,"6.64.1 to 6.64.29"
V15-X-505,STAGING-YUDDHA-SARGA-65-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,65,"6.65.1 to 6.65.30"
V15-X-506,STAGING-YUDDHA-SARGA-66-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,66,"6.66.1 to 6.66.31"
V15-X-507,STAGING-YUDDHA-SARGA-67-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,67,"6.67.1 to 6.67.32"
V15-X-508,STAGING-YUDDHA-SARGA-68-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,68,"6.68.1 to 6.68.33"
V15-X-509,STAGING-YUDDHA-SARGA-69-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,69,"6.69.1 to 6.69.34"
V15-X-510,STAGING-YUDDHA-SARGA-7-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,7,"6.7.1 to 6.7.32"
V15-X-511,STAGING-YUDDHA-SARGA-70-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,70,"6.70.1 to 6.70.35"
V15-X-512,STAGING-YUDDHA-SARGA-71-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,71,"6.71.1 to 6.71.36"
V15-X-513,STAGING-YUDDHA-SARGA-72-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,72,"6.72.1 to 6.72.37"
V15-X-514,STAGING-YUDDHA-SARGA-73-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,73,"6.73.1 to 6.73.38"
V15-X-515,STAGING-YUDDHA-SARGA-74-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,74,"6.74.1 to 6.74.39"
V15-X-516,STAGING-YUDDHA-SARGA-75-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,75,"6.75.1 to 6.75.25"
V15-X-517,STAGING-YUDDHA-SARGA-76-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,76,"6.76.1 to 6.76.21"
V15-X-518,STAGING-YUDDHA-SARGA-77-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,77,"6.77.1 to 6.77.22"
V15-X-519,STAGING-YUDDHA-SARGA-78-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,78,"6.78.1 to 6.78.23"
V15-X-520,STAGING-YUDDHA-SARGA-79-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,79,"6.79.1 to 6.79.24"
V15-X-521,STAGING-YUDDHA-SARGA-8-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,8,"6.8.1 to 6.8.33"
V15-X-522,STAGING-YUDDHA-SARGA-80-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,80,"6.80.1 to 6.80.25"
V15-X-523,STAGING-YUDDHA-SARGA-81-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,81,"6.81.1 to 6.81.26"
V15-X-524,STAGING-YUDDHA-SARGA-82-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,82,"6.82.1 to 6.82.27"
V15-X-525,STAGING-YUDDHA-SARGA-83-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,83,"6.83.1 to 6.83.28"
V15-X-526,STAGING-YUDDHA-SARGA-84-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,84,"6.84.1 to 6.84.29"
V15-X-527,STAGING-YUDDHA-SARGA-85-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,85,"6.85.1 to 6.85.30"
V15-X-528,STAGING-YUDDHA-SARGA-86-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,86,"6.86.1 to 6.86.31"
V15-X-529,STAGING-YUDDHA-SARGA-87-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,87,"6.87.1 to 6.87.32"
V15-X-530,STAGING-YUDDHA-SARGA-88-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,88,"6.88.1 to 6.88.33"
V15-X-531,STAGING-YUDDHA-SARGA-89-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,89,"6.89.1 to 6.89.34"
V15-X-532,STAGING-YUDDHA-SARGA-9-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,9,"6.9.1 to 6.9.34"
V15-X-533,STAGING-YUDDHA-SARGA-90-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,90,"6.90.1 to 6.90.20"
V15-X-534,STAGING-YUDDHA-SARGA-91-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,91,"6.91.1 to 6.91.21"
V15-X-535,STAGING-YUDDHA-SARGA-92-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,92,"6.92.1 to 6.92.22"
V15-X-536,STAGING-YUDDHA-SARGA-93-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,93,"6.93.1 to 6.93.23"
V15-X-537,STAGING-YUDDHA-SARGA-94-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,94,"6.94.1 to 6.94.24"
V15-X-538,STAGING-YUDDHA-SARGA-95-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,95,"6.95.1 to 6.95.25"
V15-X-539,STAGING-YUDDHA-SARGA-96-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,96,"6.96.1 to 6.96.26"
V15-X-540,STAGING-YUDDHA-SARGA-97-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,97,"6.97.1 to 6.97.27"
V15-X-541,STAGING-YUDDHA-SARGA-98-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,98,"6.98.1 to 6.98.28"
V15-X-542,STAGING-YUDDHA-SARGA-99-2026,MISSING_CANONICAL_TARGET,SAFE_NEW,Yuddha Kanda,99,"6.99.1 to 6.99.29"
V15-X-543,STAGING-YUDDHA-SOURCE-NOTE-1-2026,SOURCE_REGISTRY_VERSION_MISMATCH,SOURCE_HOLD,Yuddha Kanda,1,"6.1.1–6.1.19"
