batchId,kanda,sargaRange,source,edition,recordCount,recordTypes,risk,confidence,sourceVerification,duplicateResult,variantResult,recommendedDecision
"APPROVAL-297","Uttara Kanda","59-59","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-298","Uttara Kanda","6-6","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-299","Uttara Kanda","60-60","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-300","Uttara Kanda","61-61","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-301","Uttara Kanda","62-62","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-302","Uttara Kanda","63-63","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-303","Uttara Kanda","64-64","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-304","Uttara Kanda","65-65","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-305","Uttara Kanda","66-66","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-306","Uttara Kanda","67-67","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-307","Uttara Kanda","68-68","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-308","Uttara Kanda","69-69","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-309","Uttara Kanda","7-7","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-310","Uttara Kanda","70-70","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-311","Uttara Kanda","71-71","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-312","Uttara Kanda","72-72","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-313","Uttara Kanda","73-73","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-314","Uttara Kanda","74-74","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-315","Uttara Kanda","75-75","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-316","Uttara Kanda","76-76","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-317","Uttara Kanda","77-77","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-318","Uttara Kanda","78-78","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-319","Uttara Kanda","79-79","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-320","Uttara Kanda","8-8","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-321","Uttara Kanda","80-80","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-322","Uttara Kanda","81-81","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-323","Uttara Kanda","82-82","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-324","Uttara Kanda","83-83","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-325","Uttara Kanda","84-84","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-326","Uttara Kanda","85-85","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-327","Uttara Kanda","86-86","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-328","Uttara Kanda","87-87","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-329","Uttara Kanda","88-88","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-330","Uttara Kanda","89-89","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-331","Uttara Kanda","9-9","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-332","Uttara Kanda","90-90","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-333","Uttara Kanda","91-91","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-334","Uttara Kanda","92-92","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-335","Uttara Kanda","93-93","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-336","Uttara Kanda","94-94","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-337","Uttara Kanda","95-95","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-338","Uttara Kanda","96-96","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-339","Uttara Kanda","97-97","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-340","Uttara Kanda","98-98","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-341","Uttara Kanda","99-99","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-342","Yuddha Kanda","1-1","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-343","Yuddha Kanda","10-10","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-344","Yuddha Kanda","100-100","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-345","Yuddha Kanda","101-101","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-346","Yuddha Kanda","102-102","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-347","Yuddha Kanda","103-103","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-348","Yuddha Kanda","104-104","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-349","Yuddha Kanda","105-105","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-350","Yuddha Kanda","106-106","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-351","Yuddha Kanda","107-107","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-352","Yuddha Kanda","108-108","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-353","Yuddha Kanda","109-109","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-354","Yuddha Kanda","11-11","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-355","Yuddha Kanda","110-110","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-356","Yuddha Kanda","111-111","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-357","Yuddha Kanda","112-112","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-358","Yuddha Kanda","113-113","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-359","Yuddha Kanda","114-114","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-360","Yuddha Kanda","115-115","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-361","Yuddha Kanda","116-116","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-362","Yuddha Kanda","117-117","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-363","Yuddha Kanda","118-118","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-364","Yuddha Kanda","119-119","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-365","Yuddha Kanda","12-12","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-366","Yuddha Kanda","120-120","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-367","Yuddha Kanda","121-121","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-368","Yuddha Kanda","122-122","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-369","Yuddha Kanda","123-123","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-370","Yuddha Kanda","124-124","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-371","Yuddha Kanda","125-125","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-372","Yuddha Kanda","126-126","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-373","Yuddha Kanda","127-127","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-374","Yuddha Kanda","128-128","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-375","Yuddha Kanda","13-13","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-376","Yuddha Kanda","14-14","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-377","Yuddha Kanda","15-15","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-378","Yuddha Kanda","16-16","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-379","Yuddha Kanda","17-17","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-380","Yuddha Kanda","18-18","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-381","Yuddha Kanda","19-19","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-382","Yuddha Kanda","2-2","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-383","Yuddha Kanda","20-20","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-384","Yuddha Kanda","21-21","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-385","Yuddha Kanda","22-22","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-386","Yuddha Kanda","23-23","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-387","Yuddha Kanda","24-24","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-388","Yuddha Kanda","25-25","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-389","Yuddha Kanda","26-26","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-390","Yuddha Kanda","27-27","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-391","Yuddha Kanda","28-28","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-392","Yuddha Kanda","29-29","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-393","Yuddha Kanda","3-3","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-394","Yuddha Kanda","30-30","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-395","Yuddha Kanda","31-31","VALMIKI_RAMAYANA_YUDDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
